3,79381
262148,296652
7,78919
12,380628
13,89014
262157,216832
262161,146422
262161,261209
18,95063
18,366451
19,110328
262162,219454
262172,183229
37,189431
262181,179182
262182,123205
262186,58547
262186,263861
262187,120684
48,23123
262195,150327
262204,224417
63,128509
262207,105011
262208,303918
262214,97121
73,40327
262222,64542
262222,80692
262222,394291
81,138629
262227,157253
87,313828
92,30037
93,246260
262238,383841
96,289729
262240,115250
103,314715
262248,145397
107,345496
108,40792
113,165835
116,345050
262266,325615
124,280774
262273,50877
262273,233076
131,302964
132,111562
133,242968
135,366655
139,149658
139,197536
143,302495
144,115364
262289,127220
262297,62906
262304,58967
262305,161322
172,259420
173,273304
175,142214
262320,109374
262321,148291
179,183930
180,309553
186,102157
262330,336867
262330,398490
262333,378579
190,144246
262338,168205
196,85703
262347,290650
205,49829
220,163632
221,34031
222,43443
222,62069
223,283323
262365,236114
226,116241
228,122955
229,253809
234,333875
262389,65109
262390,95765
248,234805
262392,91593
252,299371
255,225461
262400,255465
265,66388
274,389471
262426,305883
262427,357695
289,163099
262439,111560
298,335696
262444,202297
262444,282039
303,53843
262450,221171
262452,235830
313,158660
262462,388264
262470,144271
262471,1545
262475,153377
340,44500
344,66413
262488,206601
262491,261101
355,1110
262499,382190
363,101012
262510,44472
262516,175073
377,88739
377,296717
262522,75406
262523,62445
395,300649
397,302429
262542,175073
400,164106
401,30324
262544,171320
406,183594
408,253623
415,333580
418,21376
262562,268816
262564,200582
423,35099
262567,27141
427,42377
428,295999
262573,324393
262575,398814
435,284382
436,124206
440,278064
441,244106
441,285338
262585,23849
444,162658
262595,285914
262598,35262
455,273534
262599,225856
461,145902
262609,321209
469,300454
469,363994
470,113024
262613,304664
480,81240
480,150990
262627,36781
484,330945
262628,30031
486,319271
262630,165246
262640,317710
506,162994
519,192719
521,167573
262679,248389
262680,371807
262687,368319
262688,220727
262692,149273
554,37853
262698,53446
559,135293
262703,93609
262706,283718
565,270678
567,318442
578,44229
578,74814
578,289395
262730,46359
591,73330
595,65821
595,93858
600,166025
262744,277639
262748,167004
262752,288113
262753,132180
262753,147075
262757,171799
262761,227960
620,364988
262765,297805
262767,183200
624,275748
262784,260476
642,266968
262786,229847
645,339584
262790,389458
262791,188440
262798,39072
658,132598
659,398705
668,383708
262814,56341
262824,102963
685,288946
685,307212
687,309323
688,350785
693,206649
700,310350
262849,254958
262851,174390
709,376967
262861,54103
262861,98479
262863,388712
720,181074
262864,169168
728,80904
729,130818
736,115668
262885,325294
262894,101441
751,238999
262896,208624
262899,13257
758,96596
758,147782
262907,18679
262908,274352
767,347561
775,201012
262921,105573
262922,18799
262927,303719
262928,115382
262931,139187
810,7546
262957,27224
835,219223
841,325475
842,87165
262988,283320
262992,133145
262992,378463
857,302343
263002,68600
263002,266500
864,94168
263008,260125
263008,265400
866,254143
263009,169894
881,161006
895,145462
897,6767
263043,339842
901,152568
263045,61533
903,70317
905,369986
906,278566
908,74300
912,280808
913,295901
920,215115
923,43842
934,331873
263077,19138
936,173280
938,311939
940,66069
940,196753
940,265545
263086,40050
263086,271100
263089,99510
948,103451
263094,273534
956,388849
263100,128790
263104,395746
263105,241363
968,362737
263111,242284
263113,195045
263113,297501
263114,46099
