original_nodes,original_edges,bridge_nodes,non_bridge_nodes,bridge_percentage,graph_no_bridges_nodes,graph_no_bridges_edges,bridge_only_nodes,bridge_only_edges,bridge_cs_authors,bridge_bio_authors,bridge_soc_authors,bridge_students,bridge_postdocs,bridge_professors
277074,1234019,97957,179117,35.35409313035507,179117,713751,97957,122377,19360,20231,471,5423,2732,24628
