id,citations,hindex,gindex,title,cs_author,biology_author,sociology_author,is_bridge_node,label
16334,1764,26,41,3,1,1,0,0,16334
130848,59757,66,244,3,0,0,1,0,130848
171681,428,8,20,3,0,0,1,0,171681
295877,1011,13,31,0,1,1,0,0,295877
330262,132,6,10,0,0,0,0,0,330262
336056,441,11,20,0,0,0,0,0,336056
3,1089,10,33,3,0,1,0,0,3
5217,190,8,12,0,1,0,0,0,5217
79381,233,8,15,0,0,1,0,0,79381
362013,2949,21,54,3,0,0,0,0,362013
369009,947,12,30,0,0,1,0,0,369009
4,1958,24,43,0,0,0,0,0,4
25139,48782,102,213,0,0,0,0,0,25139
67165,26057,88,157,0,0,0,0,0,67165
92443,17346,69,122,3,0,0,0,0,92443
99048,16403,62,124,3,0,0,0,0,99048
101987,15212,53,122,0,0,0,0,0,101987
123160,17349,64,130,0,0,0,0,0,123160
147811,23527,82,151,0,0,0,0,0,147811
197050,29560,97,166,0,1,0,0,0,197050
202692,21492,79,145,0,0,0,0,0,202692
226800,28325,90,161,0,0,0,0,0,226800
359776,4764,29,69,0,0,0,0,0,359776
368019,21243,81,142,0,0,0,0,0,368019
388139,29468,99,168,0,0,0,0,0,388139
401094,3842,32,61,0,0,0,0,0,401094
5,941,14,28,3,1,0,0,0,5
90973,26,3,5,0,0,0,0,0,90973
100217,197,7,13,3,1,0,0,0,100217
184385,6629,38,81,3,0,1,0,0,184385
242540,241,7,15,0,1,0,0,0,242540
256207,458,10,21,0,1,0,0,0,256207
276061,105,6,9,0,0,0,0,0,276061
343018,92,7,9,3,1,0,0,0,343018
365566,50,4,6,2,0,0,0,0,365566
397185,3970,29,60,0,0,0,0,0,397185
6,31,3,5,0,1,0,0,0,6
9432,458,11,19,0,0,0,0,0,9432
14117,2,1,1,0,0,0,0,0,14117
18078,3133,30,48,3,1,0,0,0,18078
41550,771,15,23,0,1,0,0,0,41550
101881,1479,19,28,3,0,0,0,0,101881
137346,253,9,15,2,1,0,0,0,137346
179501,9,1,3,0,1,0,0,0,179501
221395,257,11,13,3,0,0,0,0,221395
248309,1029,17,31,0,0,0,0,0,248309
287477,1072,13,29,0,0,0,0,0,287477
327830,1041,18,30,0,1,0,0,0,327830
360405,49,2,7,0,1,0,0,0,360405
364032,19,2,4,0,0,0,0,0,364032
382831,23,3,4,0,1,0,0,0,382831
78919,384,5,19,0,0,1,0,0,78919
114343,25,3,3,0,1,0,0,0,114343
159648,975,19,29,3,0,0,0,0,159648
27765,119,6,10,3,1,0,0,0,27765
43294,386,10,17,0,0,0,0,0,43294
112821,2208,23,41,0,0,0,0,0,112821
262653,1297,15,32,0,1,0,0,0,262653
272602,510,12,20,0,1,0,0,0,272602
303369,396,10,18,0,1,0,0,0,303369
332954,12101,49,108,3,0,0,0,0,332954
342064,489,12,15,0,0,0,0,0,342064
368264,70,5,8,0,0,0,0,0,368264
9,636,13,22,0,1,0,0,0,9
24261,150,7,11,0,1,0,0,0,24261
24534,635,13,22,0,1,0,0,0,24534
50758,4888,32,62,3,1,0,0,0,50758
63486,260,9,15,0,1,0,0,0,63486
77372,4361,35,59,0,1,0,0,0,77372
81751,26,2,5,0,1,0,0,0,81751
108513,766,17,27,3,1,0,0,0,108513
120614,1082,13,32,0,1,0,0,0,120614
133131,126,4,11,0,0,0,0,0,133131
137573,952,18,27,0,0,0,0,0,137573
138273,1278,19,33,3,1,0,0,0,138273
183530,5,1,2,1,0,0,0,0,183530
187946,4547,29,65,3,1,0,0,0,187946
189970,1941,18,43,0,1,0,0,0,189970
202531,0,0,0,1,0,0,0,0,202531
215105,1288,19,33,0,0,0,0,0,215105
232715,4888,32,62,3,1,0,0,0,232715
235992,766,17,27,3,1,0,0,0,235992
265989,126,4,11,3,1,0,0,0,265989
271507,86,6,8,0,1,0,0,0,271507
354438,1414,18,33,0,1,0,0,0,354438
382192,399,13,19,1,1,0,0,0,382192
386180,912,19,27,0,1,0,0,0,386180
12,15,2,3,1,0,1,0,0,12
38449,3020,23,54,0,0,0,0,0,38449
101610,492,6,22,1,0,1,0,0,101610
173215,32118,86,179,3,0,1,0,0,173215
178044,3358,32,57,0,0,0,0,0,178044
215634,1388,12,37,2,0,1,0,0,215634
255234,7258,39,85,0,0,1,0,0,255234
302203,997,11,31,0,0,1,0,0,302203
380628,22,2,4,0,1,1,0,0,380628
13,539,12,23,3,0,1,0,0,13
89014,2120,20,46,3,0,1,0,0,89014
289321,3076,31,49,3,0,1,0,0,289321
17,10804,49,103,3,0,0,0,0,17
32251,4359,35,65,0,0,0,0,0,32251
151485,3924,19,62,0,0,0,0,0,151485
159533,11250,38,106,3,0,0,0,0,159533
200477,1600,19,40,3,0,0,0,0,200477
201557,7610,32,87,3,0,0,0,0,201557
203963,3833,33,59,0,0,0,0,0,203963
206473,552,11,23,3,0,0,0,0,206473
210446,50086,86,223,3,0,0,0,0,210446
216741,258,7,16,3,0,0,0,0,216741
226898,329,8,18,3,0,0,0,0,226898
229077,649,10,25,0,0,0,0,0,229077
230999,4559,34,61,0,0,0,0,0,230999
246692,589,10,24,3,0,0,0,0,246692
250055,1582,12,39,3,0,0,0,0,250055
270545,505,11,22,3,0,0,0,0,270545
305703,712,12,26,3,0,0,0,0,305703
307523,6835,35,82,3,0,0,0,0,307523
322718,325,9,17,3,0,0,0,0,322718
364568,709,12,26,0,0,0,0,0,364568
401005,11358,33,106,3,0,0,0,0,401005
18,28,3,5,0,0,1,0,0,18
39261,4798,36,66,0,0,0,0,0,39261
95063,492,11,22,0,0,1,0,0,95063
114913,225,6,15,0,0,0,0,0,114913
161313,2019,24,44,0,0,1,0,0,161313
186894,2850,26,52,3,1,1,0,0,186894
366451,319,11,17,0,1,1,0,0,366451
22,288,8,16,3,0,0,0,0,22
36034,19,3,4,0,0,0,0,0,36034
42896,2938,26,39,0,0,0,0,0,42896
47689,96,5,9,0,0,0,0,0,47689
110766,58,4,7,0,1,0,0,0,110766
121607,30,3,5,0,0,0,0,0,121607
197689,93,5,9,0,0,0,0,0,197689
269196,263,8,16,0,1,0,0,0,269196
309355,5883,43,65,0,0,0,0,0,309355
24,2598,29,50,3,0,0,0,0,24
87742,243,10,15,0,0,0,0,0,87742
111440,136,5,11,0,0,0,0,0,111440
176031,148,5,12,0,0,1,0,0,176031
193959,251,10,15,2,0,1,0,0,193959
215389,30082,74,173,0,0,1,0,0,215389
284370,185,8,13,0,0,0,0,0,284370
25,34,3,5,0,1,0,0,0,25
231564,63,5,7,3,0,0,0,0,231564
26,769,4,27,0,0,0,0,0,26
46222,4582,36,67,3,0,0,0,0,46222
140535,50756,102,225,0,0,0,0,0,140535
165796,1351,10,36,1,0,1,0,0,165796
195505,5763,30,75,0,0,1,0,0,195505
211755,288,6,16,0,0,1,0,0,211755
259306,1350,24,35,0,0,0,0,0,259306
337678,16,2,4,1,0,1,0,0,337678
27,847,13,28,3,0,0,0,0,27
45919,299,9,15,3,0,0,0,0,45919
57054,312,11,17,0,0,0,0,0,57054
154987,27,2,5,1,0,0,0,0,154987
222588,596,8,24,0,0,0,0,0,222588
248893,65,4,7,0,0,0,0,0,248893
279298,1691,21,40,0,0,0,0,0,279298
299549,236,7,15,3,0,0,0,0,299549
336293,211,7,14,3,0,0,0,0,336293
371045,166,6,11,0,0,0,0,0,371045
28,88,4,9,0,1,0,0,0,28
73860,90,5,9,0,1,0,0,0,73860
197513,65,5,8,0,0,0,0,0,197513
371852,291,9,17,0,1,0,0,0,371852
375166,2017,25,38,0,1,0,0,0,375166
29,258,9,14,0,0,0,0,0,29
134999,35,3,5,0,0,0,0,0,134999
220438,257,8,14,0,0,0,0,0,220438
254238,423,11,17,3,0,0,0,0,254238
31,119,5,10,0,1,0,0,0,31
317921,273,6,16,0,0,0,0,0,317921
32,255,10,15,0,0,0,0,0,32
121101,8085,48,79,0,0,0,0,0,121101
192379,345,10,18,0,0,0,0,0,192379
254958,953,15,30,0,0,1,0,0,254958
262849,692,14,26,0,0,1,0,0,262849
277643,127,4,11,0,0,1,0,0,277643
307027,306,12,17,0,0,0,0,0,307027
35977,5695,34,66,3,0,0,0,0,35977
106744,34101,67,184,3,0,0,0,0,106744
134253,9908,44,98,3,0,0,0,0,134253
187718,2451,25,44,3,0,0,0,0,187718
265985,16223,34,127,3,0,0,0,0,265985
310662,1328,21,34,0,0,0,0,0,310662
357387,138,6,11,0,0,0,0,0,357387
363295,34085,67,184,3,0,0,0,0,363295
37,312,8,17,0,0,1,0,0,37
151655,8431,50,89,0,0,1,0,0,151655
168639,778,15,27,0,0,0,0,0,168639
189431,464,13,21,0,0,1,0,0,189431
240537,7637,30,87,3,0,1,0,0,240537
306541,221,7,14,0,0,0,0,0,306541
336557,918,16,30,2,0,1,0,0,336557
39,421,9,19,0,0,1,0,0,39
186289,610,13,22,0,0,0,0,0,186289
295659,610,13,22,0,0,0,0,0,295659
77139,10396,49,101,0,0,1,0,0,77139
89853,6945,22,83,3,0,0,0,0,89853
95853,2022,27,43,0,0,0,0,0,95853
166780,3590,30,55,0,0,0,0,0,166780
204118,355,8,18,0,0,0,0,0,204118
213836,1405,18,36,0,0,0,0,0,213836
237073,3883,31,59,0,0,0,0,0,237073
266045,241,9,15,0,0,0,0,0,266045
274938,7869,44,84,0,0,1,0,0,274938
279175,831,14,28,1,0,0,0,0,279175
354792,2009,23,44,0,0,0,0,0,354792
370230,1408,20,36,0,1,1,0,0,370230
109198,3,1,1,0,0,0,0,0,109198
196901,63,5,7,0,0,0,0,0,196901
43,706,14,26,0,0,0,0,0,43
65826,248,7,15,0,0,1,0,0,65826
71198,91,4,9,3,0,1,0,0,71198
78068,170,6,12,0,0,0,0,0,78068
85711,428,9,20,0,0,0,0,0,85711
97318,7988,50,80,3,0,0,0,0,97318
108848,447,13,19,0,0,0,0,0,108848
114572,4013,33,62,3,0,0,0,0,114572
125495,2693,28,50,3,0,1,0,0,125495
127437,455,9,20,0,0,0,0,0,127437
129550,5613,28,74,0,0,0,0,0,129550
137409,7308,47,83,3,0,0,0,0,137409
137939,44,3,6,0,0,1,0,0,137939
150457,24556,73,150,3,0,1,0,0,150457
158043,142,4,11,0,0,0,0,0,158043
162803,1749,17,41,0,0,1,0,0,162803
170817,1071,14,32,0,0,0,0,0,170817
171673,33,2,5,0,0,0,0,0,171673
177446,1735,22,41,0,1,0,0,0,177446
181098,87,4,9,2,0,1,0,0,181098
181486,4548,19,67,0,0,0,0,0,181486
188762,1394,11,37,0,0,1,0,0,188762
192540,6374,44,69,0,0,1,0,0,192540
193525,90,4,9,0,0,0,0,0,193525
224446,849,15,29,3,0,1,0,0,224446
226137,455,9,20,0,0,0,0,0,226137
250995,4566,19,67,0,0,0,0,0,250995
265133,1114,20,32,0,0,0,0,0,265133
291890,23737,64,153,0,0,0,0,0,291890
294566,168,8,12,3,0,0,0,0,294566
297277,1346,19,35,3,1,1,0,0,297277
338608,4,1,1,3,0,0,0,0,338608
339773,107,6,9,0,0,0,0,0,339773
361313,2814,26,50,0,0,1,0,0,361313
371251,488,14,21,0,0,1,0,0,371251
373448,208,8,13,0,0,0,0,0,373448
384956,8232,32,90,0,0,0,0,0,384956
45,47,4,6,3,1,0,0,0,45
12528,26,3,5,0,0,0,0,0,12528
47,70,4,7,0,1,0,0,0,47
35942,188,6,13,0,1,0,0,0,35942
52806,507,15,21,0,0,0,0,0,52806
68162,5169,29,71,3,1,0,0,0,68162
374184,1474,19,37,0,1,0,0,0,374184
51,862,17,29,0,0,0,0,0,51
104048,1469,20,38,0,0,0,0,0,104048
121398,6285,44,75,0,0,0,0,0,121398
132683,242,9,15,0,0,0,0,0,132683
209674,462,7,21,0,0,0,0,0,209674
237425,5077,37,66,0,0,0,0,0,237425
53,594,14,22,0,1,0,0,0,53
110885,43,4,6,0,1,0,0,0,110885
155747,3056,29,45,3,1,1,0,0,155747
157838,135,4,11,2,1,0,0,0,157838
181483,26,4,5,0,1,0,0,0,181483
228286,1226,18,31,0,1,0,0,0,228286
248467,222,8,14,0,0,0,0,0,248467
263905,183,8,13,0,1,0,0,0,263905
281802,77,4,8,0,1,0,0,0,281802
301692,219,6,14,0,1,0,0,0,301692
305847,135,4,11,1,1,0,0,0,305847
331131,39,3,6,0,1,0,0,0,331131
352308,3107,29,53,0,1,0,0,0,352308
360237,149,6,12,0,1,0,0,0,360237
365561,837,13,28,0,1,0,0,0,365561
387447,20,2,4,0,1,0,0,0,387447
54,124,6,11,0,0,0,0,0,54
16411,8502,43,91,3,0,0,0,0,16411
67600,2599,27,50,3,0,0,0,0,67600
140634,321,7,17,0,0,0,0,0,140634
55,62,4,7,3,1,0,0,0,55
209402,28,3,5,0,1,0,0,0,209402
349452,183,6,13,3,1,0,0,0,349452
59,390,9,19,0,0,0,0,0,59
12854,10337,53,94,3,0,0,0,0,12854
70091,1474,20,34,3,0,0,0,0,70091
132029,672,12,25,0,0,0,0,0,132029
163471,23686,77,129,0,0,0,0,0,163471
174398,125,5,11,0,0,1,0,0,174398
257817,888,18,27,3,0,0,0,0,257817
278856,108,4,10,0,0,1,0,0,278856
327353,736,13,26,0,0,0,0,0,327353
344870,296,9,17,3,0,0,0,0,344870
358000,1472,20,34,3,0,0,0,0,358000
60,662,14,25,0,0,0,0,0,60
34966,2990,30,51,3,1,1,0,0,34966
44507,49,4,6,0,1,1,0,0,44507
62970,40,4,6,0,1,0,0,0,62970
109099,2252,22,44,0,1,0,0,0,109099
135998,392,9,19,3,0,0,0,0,135998
175918,1053,17,32,3,0,0,0,0,175918
200322,2370,23,48,3,0,1,0,0,200322
205285,2917,30,53,3,0,0,0,0,205285
240964,15048,70,117,3,0,1,0,0,240964
284346,577,15,21,3,0,0,0,0,284346
294787,3156,32,52,3,0,0,0,0,294787
329197,316,9,17,0,0,0,0,0,329197
388411,893,9,29,0,0,0,0,0,388411
400122,273,7,16,2,0,0,0,0,400122
64,6737,21,82,0,1,0,0,0,64
3947,872,8,29,3,1,0,0,0,3947
52464,9104,49,93,3,1,0,0,0,52464
69664,29260,69,170,0,1,0,0,0,69664
89560,1486,14,38,0,1,0,0,0,89560
136869,230,8,15,0,1,0,0,0,136869
153291,216,8,14,0,1,0,0,0,153291
165619,1535,16,38,3,1,0,0,0,165619
182036,15902,48,126,3,1,0,0,0,182036
201949,13886,24,117,3,1,0,0,0,201949
205890,6,1,2,1,1,0,0,0,205890
274131,85932,99,293,0,1,0,0,0,274131
278915,4059,21,63,0,1,0,0,0,278915
343381,710,10,26,0,1,0,0,0,343381
364599,1172,17,33,0,0,0,0,0,364599
367370,44119,69,210,3,1,0,0,0,367370
66,1007,11,31,3,0,0,0,0,66
43891,14725,62,121,0,0,0,0,0,43891
104799,12407,56,110,3,0,0,0,0,104799
192788,1470,20,33,3,0,0,0,0,192788
251323,12688,65,110,3,0,0,0,0,251323
303578,10630,50,100,0,0,0,0,0,303578
354247,9688,48,98,0,0,0,0,0,354247
360869,3213,31,55,3,0,0,0,0,360869
67,21,1,4,1,0,0,0,0,67
114314,449,12,20,2,1,0,0,0,114314
203137,18264,64,116,0,1,0,0,0,203137
223249,18328,64,116,3,1,0,0,0,223249
11867,8966,57,82,3,0,1,0,0,11867
167861,8964,57,82,3,0,1,0,0,167861
69,147,3,12,0,1,0,0,0,69
338400,61,3,7,1,1,0,0,0,338400
385775,937,15,30,3,1,0,0,0,385775
70,1030,19,28,0,0,0,0,0,70
10725,294,9,16,0,0,0,0,0,10725
85812,182,7,13,0,0,0,0,0,85812
147084,929,17,29,0,0,0,0,0,147084
151039,71,6,8,0,0,0,0,0,151039
226928,1600,24,37,0,0,0,0,0,226928
295197,5966,39,68,0,0,0,0,0,295197
353969,24520,68,146,0,0,0,0,0,353969
72,158,6,11,3,0,0,0,0,72
193215,4541,38,60,0,0,1,0,0,193215
76,3488,30,58,3,0,0,0,0,76
1550,518,14,18,0,0,0,0,0,1550
11565,3867,24,62,0,1,0,0,0,11565
31275,3389,24,58,0,0,0,0,0,31275
232566,710,13,26,3,0,0,0,0,232566
79,336,11,17,0,0,0,0,0,79
130215,1257,20,35,0,0,0,0,0,130215
147100,828,15,28,3,0,0,0,0,147100
211626,156,5,12,0,0,0,0,0,211626
270220,72,5,8,0,0,0,0,0,270220
275968,7500,46,70,0,0,0,0,0,275968
378425,3692,34,55,3,0,0,0,0,378425
80,152,6,12,3,1,0,0,0,80
34865,2756,21,51,0,1,0,0,0,34865
81,40,3,6,0,1,1,0,0,81
138629,1791,18,42,0,1,1,0,0,138629
143433,2815,33,50,0,1,1,0,0,143433
83,231,6,15,0,1,0,0,0,83
49396,454,8,21,3,1,0,0,0,49396
92340,1026,14,31,0,1,0,0,0,92340
98220,1091,16,32,0,0,0,0,0,98220
193684,844,13,28,3,1,0,0,0,193684
237243,341,8,18,0,1,0,0,0,237243
84,402,10,20,2,0,0,0,0,84
21210,3246,32,56,3,0,0,0,0,21210
124395,556,13,23,2,0,0,0,0,124395
208373,686,15,24,0,0,0,0,0,208373
246947,4897,40,66,0,0,0,0,0,246947
278578,1990,26,43,2,0,0,0,0,278578
285232,1107,15,33,0,0,0,0,0,285232
87,218,3,14,0,0,1,0,0,87
96779,1279,20,35,0,0,0,0,0,96779
313828,1660,20,40,2,0,1,0,0,313828
322444,97,4,9,0,0,0,0,0,322444
215329,187,8,13,0,0,0,0,0,215329
30037,87,4,9,0,1,1,0,0,30037
202178,5414,41,68,3,0,1,0,0,202178
224705,438,8,20,0,0,1,0,0,224705
293597,5412,41,68,0,0,1,0,0,293597
96,2543,20,50,0,1,1,0,0,96
7263,892,12,29,3,1,0,0,0,7263
64014,1424,17,37,0,0,0,0,0,64014
142865,2851,26,53,0,0,1,0,0,142865
173627,1292,16,35,0,0,0,0,0,173627
217511,3226,30,50,3,0,1,0,0,217511
250283,251,9,15,0,0,0,0,0,250283
268290,1179,16,34,3,1,1,0,0,268290
281458,2531,23,50,0,1,1,0,0,281458
289729,3051,13,55,0,1,1,0,0,289729
377588,10251,54,88,3,0,1,0,0,377588
97,29,2,5,0,1,0,0,0,97
99,10,2,2,0,0,0,0,0,99
91658,101,4,10,0,0,0,0,0,91658
392731,76,6,7,0,0,0,0,0,392731
103,385,8,19,2,0,1,0,0,103
152641,1431,7,37,0,0,1,0,0,152641
178036,2058,18,45,0,0,0,0,0,178036
225197,12103,52,103,0,0,1,0,0,225197
235457,12178,53,103,0,0,1,0,0,235457
297130,41,4,6,0,0,0,0,0,297130
314715,28,3,5,0,1,1,0,0,314715
340766,67749,131,254,0,0,1,0,0,340766
104,313,6,17,3,0,1,0,0,104
224419,13326,51,99,0,0,0,0,0,224419
302307,1425,12,37,0,0,0,0,0,302307
311333,1425,12,37,0,0,0,0,0,311333
107,1900,14,43,0,0,1,0,0,107
4350,1797,15,42,0,0,1,0,0,4350
99358,946,11,30,0,1,1,0,0,99358
237384,2009,15,44,3,0,1,0,0,237384
345496,385,10,19,0,0,1,0,0,345496
109,3627,16,60,3,0,0,0,0,109
299521,19092,37,138,0,1,0,0,0,299521
112,2974,33,50,3,0,0,0,0,112
22305,793,15,26,3,0,0,0,0,22305
55695,3010,29,50,0,0,1,0,0,55695
82508,326,9,13,0,0,0,0,0,82508
95809,1974,25,38,3,0,0,0,0,95809
120791,3021,29,50,3,0,0,0,0,120791
166778,87,5,7,0,0,0,0,0,166778
182425,1121,15,33,3,0,0,0,0,182425
188996,2283,21,47,3,0,0,0,0,188996
202702,798,17,25,0,0,0,0,0,202702
213415,2037,25,41,0,0,0,0,0,213415
221177,351,9,17,0,0,1,0,0,221177
237706,8568,47,84,3,0,0,0,0,237706
246835,709,13,24,0,0,1,0,0,246835
259467,1734,21,35,0,0,0,0,0,259467
273547,6758,38,71,0,0,0,0,0,273547
273590,351,9,17,0,0,1,0,0,273590
275323,73,5,8,0,0,0,0,0,275323
301691,7634,48,86,0,0,0,0,0,301691
311755,7014,38,72,3,0,0,0,0,311755
326403,403,13,19,0,0,0,0,0,326403
327870,147,6,12,0,0,0,0,0,327870
329149,1305,21,31,0,0,0,0,0,329149
335338,715,13,24,0,0,0,0,0,335338
342572,2016,25,41,3,0,0,0,0,342572
346179,4012,28,62,0,0,0,0,0,346179
348902,2334,27,44,0,0,1,0,0,348902
369271,81,6,8,3,0,0,0,0,369271
374967,714,13,24,0,0,0,0,0,374967
383830,1549,18,37,3,1,0,0,0,383830
113,745,11,27,0,0,1,0,0,113
22839,841,14,29,0,0,0,0,0,22839
165835,922,8,30,0,0,1,0,0,165835
247600,475,10,21,0,0,0,0,0,247600
116,352,11,18,0,1,1,0,0,116
24533,471,14,20,3,0,1,0,0,24533
90547,427,8,20,2,1,1,0,0,90547
205344,284,6,16,0,0,1,0,0,205344
330354,477,11,21,0,1,1,0,0,330354
345050,176,5,13,0,0,1,0,0,345050
376352,5063,37,70,0,0,1,0,0,376352
117,111,5,10,0,0,0,0,0,117
41086,73,3,8,0,0,0,0,0,41086
199311,294,8,16,3,0,0,0,0,199311
121,239,7,15,0,0,0,0,0,121
5544,28588,77,165,0,0,0,0,0,5544
122,112,6,10,0,0,0,0,0,122
83399,835,17,28,0,0,0,0,0,83399
163932,542,13,22,0,0,0,0,0,163932
209528,106,6,10,0,0,0,0,0,209528
274808,461,12,21,0,0,0,0,0,274808
354223,469,12,21,0,0,0,0,0,354223
374144,3834,32,60,0,0,0,0,0,374144
124,11,2,3,0,0,1,0,0,124
121998,38,2,6,0,0,0,0,0,121998
280774,90,4,9,1,0,1,0,0,280774
366648,149,5,12,1,0,0,0,0,366648
129,634,14,23,3,0,0,0,0,129
116794,347,11,18,0,0,0,0,0,116794
130,158,7,12,0,0,0,0,0,130
20752,158,7,12,0,0,1,0,0,20752
107780,1436,18,37,0,0,0,0,0,107780
126084,158,7,12,0,0,1,0,0,126084
162666,54,4,6,2,0,1,0,0,162666
257043,75,3,8,0,0,0,0,0,257043
301179,54,3,7,1,0,1,0,0,301179
308631,90,4,8,2,0,1,0,0,308631
131,1428,11,37,0,0,1,0,0,131
5996,4996,32,70,0,0,1,0,0,5996
9391,590,5,24,0,1,0,0,0,9391
13041,11213,55,105,0,0,1,0,0,13041
14960,2329,19,48,0,0,1,0,0,14960
16428,17727,65,133,3,0,1,0,0,16428
21557,5033,38,70,0,0,1,0,0,21557
23580,3138,28,56,3,1,1,0,0,23580
43423,6460,45,73,0,0,1,0,0,43423
58365,3907,30,62,3,0,1,0,0,58365
62063,7043,36,83,3,1,1,0,0,62063
73185,2862,25,53,0,1,1,0,0,73185
114100,720,14,26,3,0,1,0,0,114100
121025,7550,17,86,0,0,1,0,0,121025
136829,1016,11,31,0,0,0,0,0,136829
167399,1777,23,41,0,0,1,0,0,167399
173141,2504,14,50,0,1,1,0,0,173141
182266,120,7,10,0,0,0,0,0,182266
187378,4010,22,63,0,0,1,0,0,187378
217099,103,6,10,0,0,0,0,0,217099
221720,3308,23,57,0,0,1,0,0,221720
239667,57,3,7,0,0,1,0,0,239667
241716,819,12,28,0,0,1,0,0,241716
243956,2506,18,50,0,0,1,0,0,243956
256578,22251,58,149,0,0,1,0,0,256578
285704,67,5,8,0,0,1,0,0,285704
290100,5770,21,75,0,0,1,0,0,290100
295649,5699,35,75,3,0,1,0,0,295649
302964,9,1,3,0,1,1,0,0,302964
307144,4292,27,65,0,0,1,0,0,307144
308724,1155,14,33,0,0,1,0,0,308724
310583,36631,91,186,3,0,1,0,0,310583
344470,4750,30,68,0,0,1,0,0,344470
348521,202,9,14,0,0,1,0,0,348521
373974,5760,18,75,2,0,1,0,0,373974
391609,603,9,24,0,0,0,0,0,391609
396034,19487,55,139,0,0,1,0,0,396034
133,277,9,16,0,0,1,0,0,133
165572,2575,28,50,3,0,0,0,0,165572
135,1233,18,35,0,1,1,0,0,135
46886,661,12,25,0,1,1,0,0,46886
87847,579,9,24,0,0,0,0,0,87847
111351,310,9,17,0,1,1,0,0,111351
228240,1457,18,38,0,1,1,0,0,228240
236339,1744,12,41,0,1,1,0,0,236339
252799,245,8,15,0,1,0,0,0,252799
298067,338,9,18,0,0,0,0,0,298067
366655,33,3,5,0,1,1,0,0,366655
136,536,8,23,0,0,0,0,0,136
150551,8393,51,86,3,0,0,0,0,150551
216699,107,4,10,0,0,0,0,0,216699
293517,579,10,24,0,0,1,0,0,293517
299479,840,16,28,0,0,0,0,0,299479
398581,1762,16,41,3,0,0,0,0,398581
139,3833,19,61,0,0,1,0,0,139
3841,25,3,5,1,0,0,0,0,3841
68630,605,13,23,0,0,0,0,0,68630
106214,781,11,27,0,0,1,0,0,106214
146952,203,6,14,2,0,1,0,0,146952
149658,78,5,8,2,0,1,0,0,149658
197536,87,5,9,0,0,1,0,0,197536
269577,49,5,7,0,0,0,0,0,269577
304685,110,4,10,0,0,0,0,0,304685
140,115,6,9,0,1,0,0,0,140
190384,768,13,27,0,0,0,0,0,190384
288681,1068,14,32,0,1,0,0,0,288681
93471,15530,46,124,0,0,0,0,0,93471
160934,1265,17,35,2,1,0,0,0,160934
192589,22155,78,142,0,0,0,0,0,192589
204967,11711,44,107,0,0,0,0,0,204967
216588,863,15,28,0,0,0,0,0,216588
242308,7088,45,78,3,1,0,0,0,242308
281481,512,13,20,0,0,0,0,0,281481
293502,24592,78,154,3,0,0,0,0,293502
331215,1713,16,41,0,0,0,0,0,331215
368753,10562,48,102,0,0,0,0,0,368753
377390,1416,18,37,0,1,1,0,0,377390
143,2727,23,52,0,0,1,0,0,143
120969,1556,12,39,3,0,0,0,0,120969
246622,32349,62,179,3,0,1,0,0,246622
302495,1153,7,33,0,0,1,0,0,302495
391381,2674,28,50,3,0,1,0,0,391381
398519,11802,58,104,3,0,1,0,0,398519
144,3408,21,58,0,0,1,0,0,144
1534,1379,17,37,3,0,1,0,0,1534
4911,65,4,7,0,0,0,0,0,4911
39731,810,15,28,3,0,1,0,0,39731
49708,269,9,16,3,0,0,0,0,49708
51781,3229,30,56,3,0,0,0,0,51781
66326,1956,24,43,3,0,1,0,0,66326
115364,129,4,11,0,0,1,0,0,115364
222301,16549,65,128,3,0,1,0,0,222301
255159,2436,26,49,0,0,1,0,0,255159
273093,811,15,28,3,0,1,0,0,273093
284897,3224,30,56,0,0,0,0,0,284897
306505,700,12,26,0,0,1,0,0,306505
368233,233,9,15,0,0,0,0,0,368233
378809,2268,24,47,0,0,0,0,0,378809
147,88,6,9,0,1,0,0,0,147
46460,460,12,19,0,1,0,0,0,46460
248197,66,6,7,2,1,0,0,0,248197
293114,188,9,11,3,1,0,0,0,293114
149,50,4,7,0,0,0,0,0,149
299100,7766,34,88,3,0,0,0,0,299100
312812,345,11,18,3,0,0,0,0,312812
351437,486,8,22,0,0,0,0,0,351437
150,7190,40,84,0,0,0,0,0,150
660,9017,54,89,3,0,0,0,0,660
10497,24399,61,156,3,0,0,0,0,10497
18604,11646,43,107,0,0,1,0,0,18604
18849,1219,19,34,3,1,0,0,0,18849
20153,2,1,1,1,0,0,0,0,20153
24826,4303,30,64,3,0,1,0,0,24826
31404,3640,33,59,0,0,0,0,0,31404
37524,2335,21,48,0,0,1,0,0,37524
54930,1099,18,32,3,0,1,0,0,54930
59607,2471,23,49,3,0,0,0,0,59607
60240,6066,27,77,3,0,0,0,0,60240
72381,9568,39,97,0,0,0,0,0,72381
86665,121,7,10,0,0,0,0,0,86665
86727,2540,25,50,0,0,0,0,0,86727
112305,1119,15,33,3,0,0,0,0,112305
127878,6020,29,77,0,0,0,0,0,127878
133094,26901,66,164,3,0,1,0,0,133094
145628,18269,69,134,0,0,0,0,0,145628
158710,2691,25,50,3,0,1,0,0,158710
159199,32742,77,180,3,0,1,0,0,159199
161790,10701,44,103,3,0,0,0,0,161790
167444,570,10,23,3,0,0,0,0,167444
169075,412,11,19,0,1,0,0,0,169075
175560,83,5,9,2,0,1,0,0,175560
178627,24388,61,156,3,0,0,0,0,178627
