311304,194869
49163,310012
73770,56289
196657,44274
106548,127915
131133,296733
254039,254506
57438,254506
254053,186388
204917,378385
163975,100044
73898,194833
155855,113748
164059,310012
57569,234395
286967,130848
368893,130848
172334,294777
90415,371624
131384,386593
115012,205158
329,299238
335,382702
205158,45811
262505,291876
24947,17637
278902,130848
328072,355114
422,260259
344495,24017
287176,72179
156113,138565
98799,393809
49650,134662
344584,84052
74260,169849
164381,77202
164381,382380
254506,100044
41516,130848
311855,213751
107080,190599
49737,348203
205384,52394
385608,47849
393809,392216
221780,254506
197216,267453
303715,378385
336514,310012
164483,387542
352898,73301
213647,310935
66220,287176
156334,44274
328396,265025
115407,239556
25304,299238
213751,104273
246518,80842
17150,75902
271130,209038
205625,378385
336758,105591
123787,116577
50069,107896
279445,382702
58269,195304
17324,130848
25517,322148
312272,309054
246741,253433
164828,195743
320483,49737
148496,250317
336921,375733
312357,195743
304177,250316
230450,168111
9267,254506
74806,191625
91238,367386
230512,163734
156792,196657
58508,165632
279713,307438
222413,370180
386254,54045
386254,188180
17615,289174
222431,5282
17637,190000
156906,121184
74987,165954
165106,194833
99618,213647
222523,310012
206148,143515
165199,394811
288087,13673
255321,316302
107896,50069
107898,277387
157062,394811
394633,41516
312715,322148
370088,171681
173513,354897
124392,10066
124392,196657
370180,222413
239113,68729
157197,162916
280078,394811
378385,156334
386593,261211
116265,251643
345642,322148
116267,262505
312877,194678
239150,336921
362030,219596
190000,17637
394811,165199
17980,143515
42565,194833
34431,165106
321165,218758
296620,222523
296620,348203
124607,104273
239299,76313
9927,7769
100044,254506
116476,10066
165632,58508
370432,146383
304898,29057
50952,254506
337672,310012
108311,163115
296733,131133
296733,389015
149301,259011
91973,333096
10066,12496
108371,80907
395103,92608
116577,134662
378724,325189
18280,381668
378736,60911
239493,2954
182158,170931
280464,56289
198551,84052
354229,278064
133047,269993
264121,155101
124861,394811
239556,21817
321491,74987
321491,165954
296918,370650
370650,296918
10212,367386
354276,351556
321513,311156
124906,163734
141307,259011
223247,294777
206900,325189
247862,100044
165954,74987
313415,241474
84052,44274
313428,163115
297057,297165
378977,325189
321651,3642
34934,143515
75902,17150
84096,276774
190599,259011
108696,325189
26791,193429
141492,104273
10428,114440
264385,331984
297165,297057
354528,259011
141544,198551
387306,118554
2317,134273
354603,58269
387374,146383
182575,3642
231729,202103
256309,259011
362809,291562
18747,343872
280893,98197
117059,325189
141640,217509
264528,342075
199000,384063
182642,259011
346491,382702
108926,104273
289174,17615
92608,395103
387542,113748
18903,2954
141806,213647
141806,336514
215553,28453
76313,50952
313901,190599
199225,299238
371261,163115
387651,21817
313928,276302
354897,151116
371289,63422
248412,41516
207453,315321
92770,100044
322148,259011
387693,5282
182895,185865
346774,250185
346774,392887
76475,277387
19143,212818
35548,336514
248545,44274
330469,162916
166637,343872
330481,184997
264973,17637
240410,76475
256804,333096
355114,261211
265016,137830
265025,146383
355145,100044
150349,19143
76635,370650
11106,381668
199543,6802
265079,254506
60292,6802
2954,18903
248721,209038
314268,179865
371624,90415
134060,239299
101312,323077
109521,44274
297937,23935
232404,212780
27632,163975
11265,80907
126017,159830
60508,50952
289887,248721
207971,184568
27750,254506
68729,239113
134273,289887
191625,259011
150689,296620
52394,205384
19676,287176
126189,110420
11504,261211
44274,143515
257270,170931
331002,60888
281856,165632
224519,306923
388366,234395
159003,223247
240928,134273
191805,58269
314688,343872
372049,287176
298350,74806
241014,265886
265599,378724
77202,382380
363927,325189
77254,282232
200145,367386
118231,327155
60888,134662
60911,308442
323077,101312
134662,60888
249353,20475
36389,345642
3642,218252
331324,343872
151116,354897
347728,217509
314964,137830
192091,254506
28256,60292
233058,146383
3693,105876
224884,390663
282232,77254
3706,230512
380544,300022
28301,190599
364187,336921
265886,130848
224928,243256
183980,254506
290482,190599
298682,387374
192205,322148
175827,179049
175829,7131
192227,378385
85735,373200
306923,44274
364267,44274
306930,378385
323329,113337
118554,143515
233243,79038
151326,387374
28453,215553
216872,58269
216893,128119
241474,313415
167751,165632
110420,126189
380762,254506
77661,322148
274299,254039
36737,278902
69512,322148
28560,313428
389015,296733
184221,213751
315321,207453
135100,50952
258001,252541
266215,44274
20475,249353
45061,281856
110601,218899
12308,47849
331800,398474
348203,254506
167983,289887
159803,44274
249925,299274
258130,278902
159830,126017
61579,294777
209038,248721
151696,212780
28820,230512
143515,34934
233638,209038
266408,300022
168111,248721
209079,191625
28879,261330
12496,10066
331984,264385
299238,146383
307438,279713
184568,207971
299274,249925
209178,310012
381248,267453
225607,98799
250185,44274
29057,304898
86401,188238
217509,141640
250316,76475
250317,148496
373200,254506
332241,244017
45522,10212
291311,268123
209403,422
