3,49008
262148,361754
7,78919
12,173215
13,289321
262157,377611
262161,206991
18,199636
19,110328
262162,219454
262172,183229
37,151655
262181,168526
262182,127330
262186,58547
262186,263861
262187,120684
48,23123
262195,215959
262204,169766
63,128509
262207,211883
262208,303918
262214,50416
73,241320
262222,45223
81,143433
262227,157253
87,313828
92,222291
93,246260
262238,295313
96,397929
262240,135969
103,340766
262248,398195
107,4350
107,237384
108,40792
113,217573
116,49329
262266,288254
124,342879
262273,360214
131,337728
132,111562
133,242968
135,228240
139,251326
143,246622
144,222301
144,352122
262289,15659
262297,298419
262304,196429
262305,87043
172,170460
173,66010
175,142214
262320,337875
262321,148291
179,337346
180,309553
186,102157
262330,336867
262330,398490
262333,378579
190,283835
262338,168205
196,28712
262347,290650
205,350872
220,268856
221,34031
222,43443
222,62069
223,283323
262365,295313
226,215272
228,75376
229,4618
234,310753
262389,91214
262390,253884
248,177157
262392,245015
252,299371
255,227448
262400,320847
265,255234
274,262248
262426,65071
262427,357695
289,202596
262439,142852
298,334437
262444,187773
303,108416
262450,334344
262452,299343
313,158660
262462,129374
262470,161870
262471,24347
262475,333532
340,193159
340,198473
344,226462
262488,206601
262491,28458
355,372612
262499,57741
363,323921
262510,44472
262516,312052
377,127604
262522,75406
262523,48770
395,300649
397,302429
262542,175073
400,274324
401,332045
262544,342848
406,87043
408,286366
415,308300
418,21376
262562,268816
262564,225232
423,173367
262567,84408
427,39473
428,399263
262573,324393
262575,304940
435,188300
436,186236
440,170460
441,190368
441,337728
262585,23849
444,209773
262595,285914
262598,64948
455,172628
262599,225856
461,269653
262609,6208
469,248662
470,330539
262613,304664
480,316340
262627,36781
484,75989
262628,30031
486,151810
262630,296044
262640,317710
506,257664
519,78553
521,138696
262679,39999
262680,107824
262687,193159
262687,198473
262688,220727
262692,149273
554,158640
262698,357051
559,113056
262703,72059
262706,283718
565,270678
567,209133
578,193159
578,198473
262730,160274
591,325470
595,265256
600,166025
262744,277639
262748,167004
262752,72059
262753,132180
262753,147075
262757,378636
262761,76808
620,356606
262765,297805
262767,59120
624,275748
