node,citations,hindex,gindex,title,cs,bio,soc,is_bridge_node,node_type
1,369,9,19,3,0,0,0,1,bridge
2,597,9,24,0,0,0,0,1,bridge
7,455,10,17,3,1,1,0,1,bridge
8,519,13,19,0,0,0,0,1,bridge
10,50,4,7,0,0,0,0,1,bridge
19,7,2,2,3,0,1,0,1,bridge
35,31,4,5,0,0,0,0,1,bridge
40,221,10,14,0,0,0,0,1,bridge
41,4,1,1,0,0,0,0,1,bridge
48,1097,13,33,3,0,1,0,1,bridge
49,0,0,0,1,1,0,0,1,bridge
52,37,3,6,0,0,0,0,1,bridge
56,27,3,4,0,0,0,0,1,bridge
58,12,1,3,1,0,0,0,1,bridge
63,39,2,6,0,0,1,0,1,bridge
68,107,5,10,0,0,0,0,1,bridge
73,419,12,20,0,0,1,0,1,bridge
75,1,1,1,0,0,0,0,1,bridge
78,75,4,8,1,0,0,0,1,bridge
85,151,8,11,0,0,0,0,1,bridge
86,45,3,6,0,0,0,0,1,bridge
90,355,10,18,3,0,0,0,1,bridge
92,6498,47,80,3,0,1,0,1,bridge
93,48,3,6,0,0,1,0,1,bridge
94,88,5,9,0,1,0,0,1,bridge
101,152,8,11,3,1,0,0,1,bridge
106,11,2,3,0,0,0,0,1,bridge
108,173,5,13,0,0,1,0,1,bridge
110,237,7,14,0,0,0,0,1,bridge
111,950,17,28,3,0,0,0,1,bridge
114,71,4,8,0,0,0,0,1,bridge
118,123,6,11,0,0,0,0,1,bridge
126,332,11,17,0,1,0,0,1,bridge
127,65,4,7,3,0,0,0,1,bridge
132,212,7,14,0,0,1,0,1,bridge
138,40,3,6,0,0,0,0,1,bridge
142,11260,56,103,3,0,0,0,1,bridge
146,260,6,16,0,0,0,0,1,bridge
152,89,5,9,2,0,0,0,1,bridge
154,125,4,11,0,0,1,0,1,bridge
156,78,4,8,0,1,0,0,1,bridge
161,10,2,2,0,0,0,0,1,bridge
181,1025,18,31,0,0,0,0,1,bridge
185,233,9,13,3,0,0,0,1,bridge
186,69,2,8,0,1,1,0,1,bridge
189,3879,28,62,0,0,0,0,1,bridge
190,5590,37,74,3,0,1,0,1,bridge
196,423,12,18,0,0,1,0,1,bridge
201,31,3,5,0,0,0,0,1,bridge
203,4,1,2,0,0,0,0,1,bridge
205,959,14,30,3,0,1,0,1,bridge
209,11391,57,105,3,1,0,0,1,bridge
213,50,4,7,0,0,0,0,1,bridge
221,132,4,11,0,0,1,0,1,bridge
224,0,0,0,0,0,0,0,1,bridge
232,82,5,8,3,1,0,0,1,bridge
233,5,1,1,0,0,0,0,1,bridge
239,140,7,9,3,0,0,0,1,bridge
241,55,4,7,3,0,0,0,1,bridge
245,2251,21,44,3,0,0,0,1,bridge
246,85,6,8,0,0,0,0,1,bridge
257,406,10,20,0,0,0,0,1,bridge
267,6,1,2,1,0,0,0,1,bridge
268,0,0,0,0,0,0,0,1,bridge
272,571,12,23,0,0,0,0,1,bridge
274,110,6,10,0,1,1,0,1,bridge
278,83,4,9,0,0,0,0,1,bridge
280,273,8,16,0,0,1,0,1,bridge
282,40,2,6,0,0,0,0,1,bridge
286,56,2,7,0,0,1,0,1,bridge
289,3112,26,53,0,1,1,0,1,bridge
295,805,17,28,0,0,1,0,1,bridge
297,5,1,1,0,1,0,0,1,bridge
301,866,14,20,3,0,0,0,1,bridge
304,216,9,13,3,0,1,0,1,bridge
305,143,6,11,3,0,0,0,1,bridge
307,294,7,17,0,0,0,0,1,bridge
309,412,13,19,3,0,0,0,1,bridge
312,114,6,9,0,0,0,0,1,bridge
313,65,5,8,0,0,1,0,1,bridge
315,22,3,4,0,0,0,0,1,bridge
320,103,6,9,3,0,0,0,1,bridge
328,2,1,1,1,1,0,0,1,bridge
336,375,11,18,3,0,0,0,1,bridge
341,1474,15,38,0,1,0,0,1,bridge
345,8,1,2,0,0,0,0,1,bridge
350,71,1,8,0,1,0,0,1,bridge
355,11629,56,105,0,0,1,0,1,bridge
356,35,3,5,0,1,0,0,1,bridge
357,794,17,27,0,0,0,0,1,bridge
360,436,8,20,0,1,0,0,1,bridge
367,405,12,17,0,0,0,0,1,bridge
369,2997,28,46,3,0,0,0,1,bridge
373,435,11,19,3,1,0,0,1,bridge
376,233,7,15,0,0,0,0,1,bridge
383,106,5,10,2,0,0,0,1,bridge
384,51,5,7,0,0,0,0,1,bridge
389,5719,45,68,0,0,0,0,1,bridge
397,19,2,4,0,0,1,0,1,bridge
403,97,6,9,0,0,0,0,1,bridge
419,666,10,25,3,0,0,0,1,bridge
422,237,8,15,3,0,0,1,1,bridge
424,1,1,1,0,0,0,0,1,bridge
425,142,6,11,0,0,0,0,1,bridge
426,18,3,4,0,0,0,0,1,bridge
429,893,16,29,3,0,0,0,1,bridge
432,113,5,8,0,1,0,0,1,bridge
433,3,1,1,0,0,0,0,1,bridge
434,256,9,12,3,1,0,0,1,bridge
439,104,6,10,0,0,0,0,1,bridge
441,18035,71,134,0,0,1,0,1,bridge
443,99,6,9,0,1,0,0,1,bridge
447,660,11,25,2,0,0,0,1,bridge
452,2020,21,30,0,0,0,0,1,bridge
456,932,11,30,0,0,0,0,1,bridge
459,7686,34,87,0,0,0,0,1,bridge
460,25,2,5,0,0,0,0,1,bridge
468,4,2,2,3,0,0,0,1,bridge
476,195,7,11,3,0,0,0,1,bridge
477,65,5,7,0,0,0,0,1,bridge
486,32,4,5,1,0,1,0,1,bridge
490,476,14,21,0,1,0,0,1,bridge
491,13,2,3,3,0,0,0,1,bridge
495,8,2,2,3,1,0,0,1,bridge
501,213,5,14,0,0,0,0,1,bridge
503,89,6,7,3,0,0,0,1,bridge
511,362,11,18,0,0,0,0,1,bridge
517,52,4,7,0,0,0,0,1,bridge
523,241,7,15,0,0,0,0,1,bridge
525,370,11,19,0,0,0,0,1,bridge
526,14,3,3,0,1,0,0,1,bridge
529,266,6,16,3,0,0,0,1,bridge
535,1976,28,43,0,0,0,0,1,bridge
536,24,2,4,0,0,0,0,1,bridge
539,0,0,0,0,0,0,0,1,bridge
542,1463,22,34,3,0,0,0,1,bridge
546,0,0,0,0,0,0,0,1,bridge
553,1652,16,40,0,0,0,0,1,bridge
556,7,2,2,0,0,0,0,1,bridge
562,1133,15,32,3,0,0,0,1,bridge
565,17,2,4,0,0,1,0,1,bridge
567,63,5,7,0,0,1,0,1,bridge
571,360,3,18,0,0,0,0,1,bridge
575,84,3,9,0,0,1,0,1,bridge
577,31,1,5,0,0,0,0,1,bridge
581,275,3,16,3,0,0,0,1,bridge
584,7,2,2,1,0,0,0,1,bridge
590,917,15,30,0,0,0,0,1,bridge
596,407,11,14,3,1,0,0,1,bridge
599,0,0,0,0,0,0,0,1,bridge
600,179,4,13,1,0,1,0,1,bridge
601,34,2,5,0,0,0,0,1,bridge
603,839,13,28,3,0,0,0,1,bridge
606,16,2,4,1,0,0,0,1,bridge
607,8,1,2,0,1,0,0,1,bridge
609,2,1,1,1,0,0,0,1,bridge
610,4389,38,65,3,0,0,0,1,bridge
615,38,2,6,0,0,0,0,1,bridge
616,6460,36,80,0,0,0,0,1,bridge
618,124,7,10,0,0,0,0,1,bridge
621,1359,21,36,0,0,0,0,1,bridge
622,1,1,1,3,0,0,0,1,bridge
630,1169,15,34,0,1,0,0,1,bridge
631,2080,20,45,3,0,0,0,1,bridge
634,111,7,8,0,1,0,0,1,bridge
635,504,10,22,3,0,0,0,1,bridge
636,213,7,11,0,1,0,0,1,bridge
641,78,4,8,3,0,0,0,1,bridge
642,0,0,0,1,1,1,0,1,bridge
649,2157,18,46,0,0,0,0,1,bridge
650,4171,30,64,0,0,0,0,1,bridge
651,66,6,7,0,0,0,0,1,bridge
655,9182,45,92,3,0,0,0,1,bridge
659,21,3,4,0,0,1,0,1,bridge
662,131,6,11,0,0,0,0,1,bridge
663,2,1,1,1,0,0,0,1,bridge
666,765,11,27,0,0,1,0,1,bridge
667,438,9,20,0,0,0,0,1,bridge
668,8,2,2,0,0,1,0,1,bridge
673,163,7,11,3,0,0,0,1,bridge
683,522,7,22,0,1,0,0,1,bridge
685,7415,33,86,0,0,1,0,1,bridge
686,13,2,2,0,0,0,0,1,bridge
687,3110,15,55,0,0,1,0,1,bridge
691,103,7,10,2,0,0,0,1,bridge
692,1957,20,44,0,0,0,0,1,bridge
694,23,2,4,0,0,0,0,1,bridge
699,11,2,2,0,0,0,0,1,bridge
701,6,1,2,0,0,0,0,1,bridge
705,213,7,14,2,0,0,0,1,bridge
713,285,10,15,0,0,1,0,1,bridge
714,122,6,10,0,1,0,0,1,bridge
719,3295,28,52,0,0,0,0,1,bridge
720,8142,39,88,3,0,1,0,1,bridge
721,793,15,27,0,0,0,0,1,bridge
728,1312,17,35,0,0,1,0,1,bridge
730,17,2,4,0,0,0,0,1,bridge
734,180,8,13,0,0,0,0,1,bridge
735,1,1,1,0,0,0,0,1,bridge
737,407,13,19,0,0,0,0,1,bridge
744,140,7,10,0,0,0,0,1,bridge
749,1509,21,38,3,0,0,0,1,bridge
764,12,1,3,1,1,0,0,1,bridge
766,364,9,18,0,0,0,0,1,bridge
769,1240,15,34,3,1,0,0,1,bridge
771,1641,19,40,3,0,0,0,1,bridge
772,159,8,10,0,1,0,0,1,bridge
774,113,6,10,0,0,0,0,1,bridge
780,0,0,0,1,1,0,0,1,bridge
785,53,5,7,3,0,0,0,1,bridge
792,34,3,5,0,0,0,0,1,bridge
793,7314,20,85,0,0,0,0,1,bridge
800,13,2,2,0,1,0,0,1,bridge
808,13,3,3,0,1,0,0,1,bridge
817,84,4,9,1,0,0,0,1,bridge
822,989,14,31,0,0,0,0,1,bridge
825,67,2,8,0,1,0,0,1,bridge
826,7109,39,78,3,0,0,0,1,bridge
827,1483,19,38,3,0,0,0,1,bridge
830,23,3,4,0,0,0,0,1,bridge
833,69,5,7,3,0,0,0,1,bridge
836,912,16,29,3,0,0,0,1,bridge
848,462,13,20,3,0,0,0,1,bridge
850,28,4,5,0,1,0,0,1,bridge
852,21,2,4,0,0,0,0,1,bridge
856,73,5,7,3,0,0,0,1,bridge
858,9,2,3,0,0,1,0,1,bridge
861,22,3,4,0,0,0,0,1,bridge
863,11,2,3,1,0,0,0,1,bridge
868,38,3,6,0,0,0,0,1,bridge
869,25,4,4,1,0,0,0,1,bridge
876,1741,24,36,3,1,0,0,1,bridge
885,20,3,3,0,0,0,0,1,bridge
888,13,2,3,3,1,0,0,1,bridge
889,82,5,9,3,0,0,0,1,bridge
897,49,4,7,0,0,1,0,1,bridge
899,27,2,5,1,0,0,0,1,bridge
900,1565,16,38,3,1,0,0,1,bridge
901,286,9,14,0,0,1,0,1,bridge
905,92,5,9,0,1,1,0,1,bridge
912,2,1,1,1,0,1,0,1,bridge
914,21,3,4,0,0,0,0,1,bridge
917,215,3,14,0,0,0,0,1,bridge
918,171,9,12,0,0,0,0,1,bridge
922,95,5,9,0,0,0,0,1,bridge
923,99,5,9,0,0,1,0,1,bridge
930,0,0,0,1,0,0,0,1,bridge
932,48,3,6,0,1,0,0,1,bridge
934,2306,24,47,0,0,1,0,1,bridge
939,5340,38,72,3,0,0,0,1,bridge
946,283,9,15,0,0,0,0,1,bridge
947,134,4,11,0,0,0,0,1,bridge
948,35,4,5,0,1,1,0,1,bridge
950,3747,35,56,0,0,0,0,1,bridge
952,3094,21,55,0,0,0,0,1,bridge
957,48,4,6,2,0,0,0,1,bridge
961,89,4,9,0,0,0,0,1,bridge
968,786,8,28,3,0,1,0,1,bridge
975,6,1,2,0,1,0,0,1,bridge
978,892,17,29,0,0,1,0,1,bridge
980,59,5,7,0,1,1,0,1,bridge
981,294,8,17,0,0,0,0,1,bridge
990,1,1,1,0,0,0,0,1,bridge
999,731,17,25,0,0,0,0,1,bridge
1001,45,2,6,0,0,1,0,1,bridge
1005,29,4,4,0,0,1,0,1,bridge
1010,10782,55,102,0,0,0,0,1,bridge
1014,2733,27,47,0,1,0,0,1,bridge
1016,719,14,26,0,0,0,0,1,bridge
1018,1950,18,44,0,0,0,0,1,bridge
1019,5,2,2,0,0,0,0,1,bridge
1024,537,12,21,3,0,0,0,1,bridge
1028,375,7,19,0,0,0,0,1,bridge
1029,73,5,7,0,1,0,0,1,bridge
1043,646,14,25,0,0,0,0,1,bridge
1044,1221,15,34,0,1,1,0,1,bridge
1054,5715,29,75,0,0,1,0,1,bridge
1055,0,0,0,0,0,0,0,1,bridge
1062,166,7,12,3,0,0,0,1,bridge
1063,80,5,8,3,1,0,0,1,bridge
1065,571,13,20,3,0,0,0,1,bridge
1067,695,16,21,0,0,0,0,1,bridge
1069,7,2,2,3,0,0,0,1,bridge
1071,103,7,10,3,0,0,0,1,bridge
1075,3,1,1,3,0,0,0,1,bridge
1076,15579,44,124,3,0,0,0,1,bridge
1080,98,6,9,2,0,0,0,1,bridge
1083,782,14,27,0,0,0,0,1,bridge
1086,50,4,6,0,0,0,0,1,bridge
1087,163,8,12,0,0,0,0,1,bridge
1088,957,21,28,0,0,0,0,1,bridge
1097,64,3,8,0,0,1,0,1,bridge
1101,82,3,9,0,0,0,0,1,bridge
1102,18,3,4,1,0,0,0,1,bridge
1110,132,4,11,0,0,1,0,1,bridge
1115,40,3,6,3,0,0,0,1,bridge
1116,3,1,1,0,1,0,0,1,bridge
1118,316,8,17,0,0,1,0,1,bridge
1119,2363,29,46,0,0,1,0,1,bridge
1120,69,5,8,0,0,0,0,1,bridge
1123,51,3,7,3,0,0,0,1,bridge
1130,1118,21,30,0,1,0,0,1,bridge
1136,75,2,8,0,0,1,0,1,bridge
1139,62,4,7,0,0,0,0,1,bridge
1141,152,6,12,0,1,0,0,1,bridge
1144,32,3,4,3,0,0,0,1,bridge
1145,543,14,23,3,0,0,0,1,bridge
1147,4034,17,63,3,1,0,0,1,bridge
1148,1989,23,43,3,0,1,0,1,bridge
1159,83,2,9,0,0,1,0,1,bridge
1161,1167,13,34,0,0,0,0,1,bridge
1162,153,7,11,0,0,0,0,1,bridge
1163,157,6,12,0,0,0,0,1,bridge
1165,13,2,3,0,1,0,0,1,bridge
1174,3056,28,55,0,0,0,0,1,bridge
1175,4,1,1,0,1,1,0,1,bridge
1186,3987,35,61,3,0,1,0,1,bridge
1190,157,8,12,2,0,0,0,1,bridge
1193,12,2,3,0,0,0,0,1,bridge
1198,35,3,5,3,0,0,0,1,bridge
1199,2759,26,50,3,1,0,0,1,bridge
1202,208,6,14,0,0,1,0,1,bridge
1205,352,9,17,0,0,0,0,1,bridge
1207,284,9,15,0,0,1,0,1,bridge
1211,115,6,9,0,0,0,0,1,bridge
1214,2,1,1,0,0,0,0,1,bridge
1215,673,15,25,0,0,0,0,1,bridge
1220,25,2,5,0,0,0,0,1,bridge
1221,950,11,30,0,0,0,0,1,bridge
1222,76,6,8,0,0,0,0,1,bridge
1237,137,4,11,0,0,0,0,1,bridge
1240,373,7,19,3,0,0,0,1,bridge
1241,2095,28,45,0,0,1,0,1,bridge
1243,169,7,13,0,0,0,0,1,bridge
1246,603,12,21,0,0,0,0,1,bridge
1257,74,5,6,3,1,0,0,1,bridge
1259,31,2,5,0,0,0,0,1,bridge
1263,1722,18,41,3,0,1,0,1,bridge
1272,5097,38,70,3,1,0,0,1,bridge
1287,26,3,5,0,0,1,0,1,bridge
1291,1425,21,34,3,0,0,0,1,bridge
1292,103,7,10,3,0,1,0,1,bridge
1306,35,3,5,1,0,0,0,1,bridge
1320,3,1,1,0,0,0,0,1,bridge
1322,11,2,3,0,1,0,0,1,bridge
1324,254,4,15,0,0,0,0,1,bridge
1332,350,8,18,0,0,1,0,1,bridge
1334,9506,53,95,0,0,0,0,1,bridge
1335,9,1,3,0,0,0,0,1,bridge
1337,1664,20,40,3,0,0,0,1,bridge
1341,64,5,7,0,0,1,0,1,bridge
1343,60,2,7,0,0,0,0,1,bridge
1344,13,2,3,0,1,0,0,1,bridge
1349,9,1,3,0,0,0,0,1,bridge
1360,5,1,2,0,1,0,0,1,bridge
1361,2907,25,37,0,0,0,0,1,bridge
1363,194,6,13,3,0,0,0,1,bridge
1366,5,2,2,0,1,0,0,1,bridge
1367,37,3,6,0,0,1,0,1,bridge
1371,637,9,25,0,0,1,0,1,bridge
1373,64,4,8,3,0,1,0,1,bridge
1377,14,2,3,0,0,1,0,1,bridge
1378,39,2,6,0,0,0,0,1,bridge
1382,80,5,7,0,0,0,0,1,bridge
1383,14,2,3,0,0,1,0,1,bridge
1388,0,0,0,3,0,0,0,1,bridge
1389,490,12,22,3,0,0,0,1,bridge
1390,23,3,4,0,0,0,0,1,bridge
1395,297,8,16,3,0,0,0,1,bridge
1401,76,4,8,0,0,0,0,1,bridge
1405,192,7,12,0,0,0,0,1,bridge
1407,14,2,3,0,0,0,0,1,bridge
1410,22,3,4,0,0,1,0,1,bridge
1419,428,11,20,3,0,0,0,1,bridge
1420,699,7,26,0,0,0,0,1,bridge
1421,32,3,5,0,0,0,0,1,bridge
1427,4117,24,63,0,0,0,0,1,bridge
1439,2,1,1,0,0,0,0,1,bridge
1449,151,8,12,0,0,0,0,1,bridge
1452,489,11,22,0,0,0,0,1,bridge
1453,79,5,8,0,0,0,0,1,bridge
1461,493,13,20,3,1,0,0,1,bridge
1463,2931,26,53,3,0,1,0,1,bridge
1468,1890,18,43,0,1,0,0,1,bridge
1471,904,15,30,0,1,0,0,1,bridge
1474,1893,22,42,0,0,0,0,1,bridge
1479,9,2,2,3,0,0,0,1,bridge
1491,376,10,19,2,0,1,0,1,bridge
1493,10,2,3,0,0,0,0,1,bridge
1495,837,15,28,3,0,1,0,1,bridge
1502,68,5,8,1,0,1,0,1,bridge
1503,963,17,27,3,1,0,0,1,bridge
1506,177,5,13,0,0,0,0,1,bridge
1507,2095,26,45,0,0,1,0,1,bridge
1508,95,3,9,0,0,0,0,1,bridge
1512,3608,24,60,0,0,0,0,1,bridge
1524,1692,24,34,3,0,0,0,1,bridge
1527,414,12,19,3,0,0,0,1,bridge
1532,7765,42,74,0,0,0,0,1,bridge
1537,69,5,8,3,0,0,0,1,bridge
1538,120,5,10,0,0,1,0,1,bridge
1540,27,2,5,0,0,0,0,1,bridge
1544,8309,45,87,0,1,1,0,1,bridge
1545,76,3,8,0,0,1,0,1,bridge
1549,2266,27,45,0,1,1,0,1,bridge
1555,134,5,11,0,0,0,0,1,bridge
1557,179,8,13,3,1,0,0,1,bridge
1561,319,10,17,0,0,0,0,1,bridge
1562,230,3,15,0,0,0,0,1,bridge
1563,14,2,3,1,0,1,0,1,bridge
1567,24,2,4,0,0,0,0,1,bridge
1569,4,1,2,0,1,0,0,1,bridge
1576,14,2,3,0,0,1,0,1,bridge
1578,13,2,3,3,0,0,0,1,bridge
1580,508,12,22,0,0,0,0,1,bridge
1581,1099,17,33,0,0,0,0,1,bridge
1582,159,7,12,3,0,0,0,1,bridge
1583,101,7,9,0,0,0,0,1,bridge
1588,56,2,7,0,0,0,0,1,bridge
1589,1067,18,27,3,1,0,0,1,bridge
1591,104,6,10,0,0,1,0,1,bridge
1592,2815,25,52,3,0,0,0,1,bridge
1593,117,6,10,3,0,1,0,1,bridge
1610,9,2,3,0,0,0,0,1,bridge
1612,426,11,17,3,1,0,0,1,bridge
1614,115,6,10,3,0,0,0,1,bridge
1616,9039,52,94,0,0,0,0,1,bridge
1618,39,4,4,0,1,0,0,1,bridge
1619,70,5,8,0,0,0,0,1,bridge
1624,1067,20,29,0,0,0,0,1,bridge
1629,22,2,4,0,0,0,0,1,bridge
1632,760,15,27,3,0,1,0,1,bridge
1634,89,5,9,2,0,0,0,1,bridge
1635,1289,18,27,3,1,1,0,1,bridge
1644,75,5,8,2,1,0,0,1,bridge
1646,37,2,6,0,0,0,0,1,bridge
1655,8,2,2,1,0,0,0,1,bridge
1658,6119,37,78,0,0,1,0,1,bridge
1662,167,6,12,0,0,0,0,1,bridge
1672,1696,10,41,3,0,0,0,1,bridge
1676,44,1,6,0,0,0,0,1,bridge
1678,1334,13,36,0,0,1,0,1,bridge
1679,43,2,6,0,0,0,0,1,bridge
1682,246,7,15,0,0,0,0,1,bridge
1686,112,4,10,0,0,0,0,1,bridge
1691,1477,22,29,0,0,1,0,1,bridge
1694,43,3,6,0,0,0,0,1,bridge
1698,3,1,1,1,1,0,0,1,bridge
1705,300,9,17,0,0,0,0,1,bridge
1706,130,4,11,3,1,0,0,1,bridge
1709,960,13,30,3,0,0,0,1,bridge
1712,15,2,3,0,0,0,0,1,bridge
1714,3026,31,53,3,0,1,0,1,bridge
1715,21,3,4,3,0,0,0,1,bridge
1717,187,6,13,0,0,0,0,1,bridge
1718,338,9,18,0,0,1,0,1,bridge
1720,23,3,4,3,0,0,0,1,bridge
1724,22,3,4,0,0,1,0,1,bridge
1727,12,2,3,0,0,0,0,1,bridge
1731,942,13,30,3,0,1,0,1,bridge
1734,4,1,2,1,1,0,0,1,bridge
1735,51,4,7,0,0,0,0,1,bridge
1738,1301,15,36,0,0,1,0,1,bridge
1740,695,14,25,0,1,0,0,1,bridge
1749,104,4,8,3,0,0,0,1,bridge
1752,1297,20,32,0,0,1,0,1,bridge
1757,195,8,13,0,0,1,0,1,bridge
1760,242,7,15,0,0,0,0,1,bridge
1761,17,2,4,0,0,0,0,1,bridge
1763,2285,24,47,3,0,1,0,1,bridge
1766,69,5,6,3,0,0,0,1,bridge
1768,366,10,18,0,0,1,0,1,bridge
1772,110,6,10,3,0,0,0,1,bridge
1776,2215,28,45,3,0,1,0,1,bridge
1783,70,6,8,0,0,0,0,1,bridge
1790,5161,13,71,2,0,0,0,1,bridge
1792,66,5,7,0,1,0,0,1,bridge
1793,583,13,20,3,0,0,0,1,bridge
1797,642,11,25,0,0,1,0,1,bridge
1803,1096,13,33,0,0,1,0,1,bridge
1807,742,14,25,0,1,0,0,1,bridge
1808,2058,17,45,0,1,1,0,1,bridge
1810,492,11,22,0,0,0,0,1,bridge
1811,2679,22,51,3,0,1,0,1,bridge
1818,7963,39,88,0,0,0,0,1,bridge
1823,15642,45,125,3,1,1,0,1,bridge
1824,120,7,10,0,1,1,0,1,bridge
1825,86,4,9,0,0,1,0,1,bridge
1831,3535,31,58,0,0,0,0,1,bridge
1833,569,11,23,3,0,0,0,1,bridge
1835,1411,18,32,3,1,0,0,1,bridge
1846,11,2,3,0,0,0,0,1,bridge
1847,5,1,2,1,1,0,0,1,bridge
1851,1957,24,43,0,1,0,0,1,bridge
1858,234,4,15,0,0,1,0,1,bridge
1859,5,1,2,1,0,0,0,1,bridge
1865,14,3,3,0,0,0,0,1,bridge
1867,15,3,3,0,1,0,0,1,bridge
1876,1,1,1,0,0,0,0,1,bridge
1877,45,3,6,0,0,0,0,1,bridge
1882,106,7,10,2,0,1,0,1,bridge
1885,168,7,11,0,0,0,0,1,bridge
1900,490,10,22,0,0,0,0,1,bridge
1902,1699,22,40,3,0,0,0,1,bridge
1905,1,1,1,0,0,0,0,1,bridge
1906,102,4,10,0,0,0,0,1,bridge
1917,14,2,3,3,0,0,0,1,bridge
1923,0,0,0,0,1,0,0,1,bridge
1932,614,11,24,3,0,1,0,1,bridge
1941,0,0,0,3,0,0,0,1,bridge
1947,70,5,7,0,0,0,0,1,bridge
1948,627,12,24,0,0,1,0,1,bridge
1952,37,4,5,1,0,0,0,1,bridge
1953,180,8,12,3,1,1,0,1,bridge
1957,674,15,25,0,0,0,0,1,bridge
1961,19,2,4,0,0,1,0,1,bridge
1962,13,1,3,0,0,0,0,1,bridge
1968,420,9,19,0,1,1,0,1,bridge
1972,11,2,3,0,0,0,0,1,bridge
1975,1025,15,25,0,0,0,0,1,bridge
1979,3,1,1,3,0,0,0,1,bridge
1989,3326,29,53,3,1,1,0,1,bridge
1996,64,4,8,0,0,0,0,1,bridge
2003,700,7,26,0,0,0,0,1,bridge
2004,10,1,3,0,0,0,0,1,bridge
2005,21,2,4,0,1,0,0,1,bridge
2007,235,10,14,0,0,0,0,1,bridge
2009,104,6,9,3,0,0,0,1,bridge
2010,1,1,1,0,0,1,0,1,bridge
2011,73,3,8,2,0,0,0,1,bridge
2012,0,0,0,0,0,0,0,1,bridge
2016,1882,25,38,3,1,0,0,1,bridge
2020,43,4,6,0,0,0,0,1,bridge
2022,21,3,4,0,0,0,0,1,bridge
2023,62,4,7,2,0,1,0,1,bridge
2024,37,4,6,0,0,0,0,1,bridge
2025,141,6,11,0,0,0,0,1,bridge
2031,76,2,8,0,0,0,0,1,bridge
2032,104,6,10,0,0,0,0,1,bridge
2037,17,2,4,0,1,1,0,1,bridge
2039,2105,16,45,0,0,0,0,1,bridge
2042,19,3,4,0,0,0,0,1,bridge
2046,2026,24,40,0,0,0,0,1,bridge
2055,303,11,16,0,0,0,0,1,bridge
2061,28,3,5,0,1,0,0,1,bridge
2065,24866,43,157,0,0,1,0,1,bridge
2067,4213,32,56,3,1,1,0,1,bridge
2068,124,5,10,0,0,0,0,1,bridge
2070,43,4,5,0,1,1,0,1,bridge
2071,55,5,7,0,0,0,0,1,bridge
2074,43,4,5,3,0,0,0,1,bridge
2080,2564,25,40,3,0,0,0,1,bridge
2085,1166,16,34,0,0,0,0,1,bridge
2087,3311,32,51,0,0,1,0,1,bridge
2090,17,2,4,0,0,0,0,1,bridge
2096,543,12,22,0,0,0,0,1,bridge
2100,1,1,1,3,0,0,0,1,bridge
2115,280,9,15,0,0,0,0,1,bridge
2117,4756,35,63,0,0,0,0,1,bridge
2124,20,3,4,0,0,1,0,1,bridge
2134,443,13,20,3,0,1,0,1,bridge
2135,34,3,5,0,1,1,0,1,bridge
2136,110,5,10,0,0,0,0,1,bridge
2147,13,2,3,0,0,0,0,1,bridge
2148,21,3,4,0,0,0,0,1,bridge
2158,338,11,17,3,0,0,0,1,bridge
2159,9,2,3,0,1,1,0,1,bridge
2163,72,6,7,3,0,0,0,1,bridge
2166,37,4,6,0,1,0,0,1,bridge
2168,1077,16,32,0,0,0,0,1,bridge
2174,546,13,22,0,1,0,0,1,bridge
2177,551,10,23,0,0,0,0,1,bridge
2178,236,8,15,0,0,0,0,1,bridge
2180,587,12,22,0,0,1,0,1,bridge
2184,5024,34,69,0,0,1,0,1,bridge
2185,43,4,6,3,0,0,0,1,bridge
2187,721,13,22,3,1,0,0,1,bridge
2191,104,5,10,0,0,0,0,1,bridge
2196,39,4,6,0,0,0,0,1,bridge
2197,107,6,9,3,1,0,0,1,bridge
2199,16,2,3,3,0,0,0,1,bridge
2202,410,10,20,0,0,0,0,1,bridge
2206,14,1,3,0,0,0,0,1,bridge
2210,113,5,10,0,1,0,0,1,bridge
2219,2201,26,40,3,0,1,0,1,bridge
2222,41,3,6,3,1,0,0,1,bridge
2225,53,3,7,0,0,0,0,1,bridge
2228,2179,24,42,0,0,0,0,1,bridge
2233,1460,19,36,3,1,0,0,1,bridge
2235,349,6,18,0,0,0,0,1,bridge
2244,31,3,5,0,1,0,0,1,bridge
2259,1979,20,44,0,0,0,0,1,bridge
2261,2039,28,44,3,0,1,0,1,bridge
2265,31,2,5,0,0,1,0,1,bridge
2270,26,3,5,0,0,0,0,1,bridge
2279,52,3,7,3,0,0,0,1,bridge
2285,474,10,21,3,0,1,0,1,bridge
2293,1340,19,35,0,0,0,0,1,bridge
2296,40,3,5,0,1,0,0,1,bridge
2301,31,3,5,0,0,0,0,1,bridge
2305,416,13,19,0,1,0,0,1,bridge
2306,399,12,19,0,0,0,0,1,bridge
2312,222,10,14,0,1,0,0,1,bridge
2318,48,4,6,0,0,0,0,1,bridge
2320,302,6,17,0,0,0,0,1,bridge
2322,3342,28,54,3,0,0,0,1,bridge
2330,95,5,9,0,0,0,1,1,bridge
2331,12,2,3,3,0,0,0,1,bridge
2334,216,3,14,0,0,0,0,1,bridge
2336,47,4,6,0,0,0,0,1,bridge
2338,59,5,7,0,1,0,0,1,bridge
2339,1113,18,32,0,0,0,0,1,bridge
2342,193,6,0,3,0,0,0,1,bridge
